transaction_id,business_id,date,description,amount,category,type,z_score,is_anomaly
TXN08185,BIZ_009,2026-03-20,material,48200,raw_material,expense,1.575,0
TXN08198,BIZ_009,2026-03-20,rapido,590,transport,expense,1.144,0
TXN09735,BIZ_011,2026-03-20,Printing cost,385,misc,expense,0.203,0
TXN08199,BIZ_009,2026-03-20,Payment from ABC Corp,31100,salary,income,0.288,0
TXN09733,BIZ_011,2026-03-20,kiraya,23700,rent,expense,0.724,0
TXN09732,BIZ_011,2026-03-20,salary diya staff ko,9720,salary,income,1.416,0
TXN08200,BIZ_009,2026-03-20,birthday cake from bakery,105,food,expense,1.051,0
TXN09730,BIZ_011,2026-03-20,paid for digital marketing,2750,marketing,expense,0.11,0
TXN08213,BIZ_009,2026-03-20,Part time worker salary,35200,salary,income,0.071,0
TXN08214,BIZ_009,2026-03-20,Inventory restock,28000,raw_material,expense,0.146,0
TXN08218,BIZ_009,2026-03-20,ofice rent,13400,rent,expense,0.608,0
TXN08219,BIZ_009,2026-03-20,office rent,8430,rent,expense,1.251,0
TXN08220,BIZ_009,2026-03-20,monthly salary credited to account,44500,salary,income,0.42,0
TXN09724,BIZ_011,2026-03-20,Metro card recharge,310,transport,expense,0.02,0
TXN01672,BIZ_002,2026-03-20,Consultant fee paid,65400,salary,income,1.523,0
TXN08249,BIZ_009,2026-03-20,Bulk order material,37100,raw_material,expense,0.789,0
TXN09708,BIZ_011,2026-03-20,electricity,2490,utilities,expense,0.744,0
TXN08254,BIZ_009,2026-03-20,dinner,460,food,expense,0.289,0
TXN08255,BIZ_009,2026-03-20,Monthly retainer received,8300,salary,income,1.491,0
TXN08271,BIZ_009,2026-03-20,Client project payment received,8640,salary,income,1.473,0
TXN00831,BIZ_001,2026-03-20,Content creation fee,1350,marketing,expense,0.512,0
TXN00833,BIZ_001,2026-03-20,Packaging material,33900,raw_material,expense,0.563,0
TXN08296,BIZ_009,2026-03-20,bought raw materials from vendor,10300,raw_material,expense,1.107,0
TXN00782,BIZ_001,2026-03-20,ofice rent,8920,rent,expense,1.187,0
TXN09847,BIZ_011,2026-03-20,rentt payment,27400,rent,expense,1.202,0
TXN09848,BIZ_011,2026-03-20,Staff salary payment,36600,salary,income,0.003,0
TXN01990,BIZ_003,2026-03-20,trip ke liye booking,2070,travel,expense,0.55,0
TXN01989,BIZ_003,2026-03-20,Project milestone payment,8000,salary,income,1.507,0
TXN00741,BIZ_001,2026-03-20,auto,305,transport,expense,0.001,0
TXN00742,BIZ_001,2026-03-20,Consultant fee paid,41500,salary,income,0.262,0
TXN01988,BIZ_003,2026-03-20,Monthly payroll,18800,salary,income,0.937,0
TXN01985,BIZ_003,2026-03-20,annual renewal,2880,subscriptions,expense,1.044,0
TXN09973,BIZ_011,2026-03-20,Monthly retainer received,64700,salary,income,1.486,0
TXN01981,BIZ_003,2026-03-20,Monthly payroll,20800,salary,income,0.831,0
TXN09970,BIZ_011,2026-03-20,utilties payment,425,utilities,expense,1.587,0
TXN09969,BIZ_011,2026-03-20,BSNL landline,1470,utilities,expense,0.408,0
TXN09968,BIZ_011,2026-03-20,Jio Fiber broadband,1750,utilities,expense,0.091,0
TXN00743,BIZ_001,2026-03-20,Monthly retainer received,33200,salary,income,0.177,0
TXN00744,BIZ_001,2026-03-20,boadband bill,500,utilities,expense,1.502,0
TXN09965,BIZ_011,2026-03-20,charges,2640,misc,expense,3.983,1
TXN01973,BIZ_003,2026-03-20,makaan malik ko diya,22900,rent,expense,0.62,0
TXN01972,BIZ_003,2026-03-20,stationary purchase,1810,shopping,expense,0.058,0
TXN09959,BIZ_011,2026-03-20,Bulk order material,45200,raw_material,expense,1.362,0
TXN01968,BIZ_003,2026-03-20,IKEA office furniture,405,shopping,expense,0.586,0
TXN09955,BIZ_011,2026-03-20,ordered food for working late,220,food,expense,0.804,0
TXN07677,BIZ_009,2026-03-20,cab,330,transport,expense,0.1,0
TXN07682,BIZ_009,2026-03-20,dukaan ka kiraya,17700,rent,expense,0.052,0
TXN00748,BIZ_001,2026-03-20,snacks liye,735,food,expense,0.302,0
TXN07683,BIZ_009,2026-03-20,Bulk order material,11500,raw_material,expense,1.022,0
TXN01991,BIZ_003,2026-03-20,Hotel booking Mumbai,1590,travel,expense,0.649,0
TXN01962,BIZ_003,2026-03-20,promotion,2200,marketing,expense,0.134,0
TXN02003,BIZ_003,2026-03-20,course,830,education,expense,0.585,0
TXN02030,BIZ_003,2026-03-20,Co-working space fee,6250,rent,expense,1.533,0
TXN07566,BIZ_008,2026-03-20,Miscellaneous expense,260,misc,expense,0.435,0
TXN00726,BIZ_001,2026-03-20,Warehouse rent,20000,rent,expense,0.245,0
TXN07567,BIZ_008,2026-03-20,Packaging material,6090,raw_material,expense,1.404,0
TXN10019,BIZ_011,2026-03-20,Advance tax,765,misc,expense,0.502,0
TXN07575,BIZ_008,2026-03-20,ran ads campaign this month,7180,marketing,expense,2.079,0
TXN07578,BIZ_008,2026-03-20,food,405,food,expense,0.407,0
TXN07579,BIZ_008,2026-03-20,Zepto veggies,725,food,expense,0.28,0
TXN10011,BIZ_011,2026-03-20,supplier ko diya,29100,raw_material,expense,0.223,0
TXN07581,BIZ_008,2026-03-20,kiraya diya,25500,rent,expense,0.956,0
TXN02083,BIZ_003,2026-03-20,maintanence charge,3190,utilities,expense,1.534,0
TXN02075,BIZ_003,2026-03-20,Client project payment received,48300,salary,income,0.62,0
TXN10006,BIZ_011,2026-03-20,filled up the tank before the highway trip,365,transport,expense,0.241,0
TXN02071,BIZ_003,2026-03-20,Staff training program,740,education,expense,0.683,0
TXN02066,BIZ_003,2026-03-20,Nykaa products,2210,shopping,expense,0.242,0
TXN00732,BIZ_001,2026-03-20,settled freelancer dues,25600,salary,income,0.578,0
TXN00733,BIZ_001,2026-03-20,Influencer collaboration,1100,marketing,expense,0.623,0
TXN02065,BIZ_003,2026-03-20,electricity,775,utilities,expense,1.192,0
TXN02062,BIZ_003,2026-03-20,Design project paid,17500,salary,income,1.006,0
TXN02057,BIZ_003,2026-03-20,Microsoft 365,1700,subscriptions,expense,0.017,0
TXN02049,BIZ_003,2026-03-20,Instagram promotion,3400,marketing,expense,0.399,0
TXN02038,BIZ_003,2026-03-20,Office maintenance,255,misc,expense,0.445,0
TXN02037,BIZ_003,2026-03-20,cleared utility dues,1620,utilities,expense,0.238,0
TXN09988,BIZ_011,2026-03-20,Professional tax,235,misc,expense,0.482,0
TXN02023,BIZ_003,2026-03-20,ads,2070,marketing,expense,0.192,0
TXN00996,BIZ_002,2026-03-20,DMart monthly grocery,695,food,expense,0.216,0
TXN09948,BIZ_011,2026-03-20,medicine,285,healthcare,expense,0.685,0
TXN07693,BIZ_009,2026-03-20,BSES electricity bill,200,utilities,expense,1.841,0
TXN01931,BIZ_003,2026-03-20,Travel insurance,1360,travel,expense,0.696,0
TXN07816,BIZ_009,2026-03-20,cleared outstanding vendor dues,19400,raw_material,expense,0.463,0
TXN07817,BIZ_009,2026-03-20,Supplier payment,43000,raw_material,expense,1.207,0
TXN07839,BIZ_009,2026-03-20,kiraya diya,12300,rent,expense,0.75,0
TXN09882,BIZ_011,2026-03-20,random office expenses this week,290,misc,expense,0.38,0
TXN00775,BIZ_001,2026-03-20,rent paymnt,19500,rent,expense,0.181,0
TXN07840,BIZ_009,2026-03-20,Dominos pizza,570,food,expense,0.053,0
TXN07841,BIZ_009,2026-03-20,Co-working space fee,27900,rent,expense,1.267,0
TXN09875,BIZ_011,2026-03-20,restocked inventory for next month,37300,raw_material,expense,0.803,0
TXN07862,BIZ_009,2026-03-20,kaam ka paisa mila,30000,salary,income,0.346,0
TXN07879,BIZ_009,2026-03-20,petrol refill at petorl pump,185,transport,expense,0.483,0
TXN09865,BIZ_011,2026-03-20,office ka kiraya,21100,rent,expense,0.387,0
TXN07882,BIZ_009,2026-03-20,restocked inventory for next month,16000,raw_material,expense,0.703,0
TXN07883,BIZ_009,2026-03-20,Supplier payment,26100,raw_material,expense,0.011,0
TXN07890,BIZ_009,2026-03-20,petrol,220,transport,expense,0.342,0
TXN07897,BIZ_009,2026-03-20,Facebook Ads payment,2120,marketing,expense,0.17,0
TXN07903,BIZ_009,2026-03-20,ofice rent,16900,rent,expense,0.156,0
TXN07904,BIZ_009,2026-03-20,recharge metro for the week,1170,transport,expense,3.474,1
TXN07913,BIZ_009,2026-03-20,promotion,2540,marketing,expense,0.017,0
TXN07914,BIZ_009,2026-03-20,recharge metro for the week,225,transport,expense,0.322,0
TXN07921,BIZ_009,2026-03-20,Starbucks coffee,165,food,expense,0.922,0
TXN09850,BIZ_011,2026-03-20,Packaging material,42900,raw_material,expense,1.2,0
TXN09849,BIZ_011,2026-03-20,Flight ticket Delhi,165,transport,expense,0.563,0
TXN01932,BIZ_003,2026-03-20,padhai ke liye kharcha,415,education,expense,1.037,0
TXN07690,BIZ_009,2026-03-20,Project milestone payment,67400,salary,income,1.629,0
TXN01933,BIZ_003,2026-03-20,boosted posts on social media,1650,marketing,expense,0.378,0
TXN01937,BIZ_003,2026-03-20,Website development payment,31700,salary,income,0.256,0
TXN07699,BIZ_009,2026-03-20,Inventory restock,26400,raw_material,expense,0.032,0
TXN07700,BIZ_009,2026-03-20,fuel for delivery van,175,transport,expense,0.523,0
TXN07707,BIZ_009,2026-03-20,material,28600,raw_material,expense,0.188,0
TXN07710,BIZ_009,2026-03-20,Jio Fiber broadband,630,utilities,expense,1.356,0
TXN00755,BIZ_001,2026-03-20,grocrey from dmart,210,food,expense,0.826,0
TXN07725,BIZ_009,2026-03-20,Freelance project completed,49300,salary,income,0.673,0
TXN07726,BIZ_009,2026-03-20,IKEA office furniture,4250,shopping,expense,1.177,0
TXN01953,BIZ_003,2026-03-20,paid for digital marketing,570,marketing,expense,0.858,0
TXN01952,BIZ_003,2026-03-20,booked flights for client meeting,940,travel,expense,0.783,0
TXN01951,BIZ_003,2026-03-20,got stationery in bulk,1750,shopping,expense,0.031,0
TXN07737,BIZ_009,2026-03-20,Shop rental payment,29800,rent,expense,1.512,0
TXN01950,BIZ_003,2026-03-20,BSNL landline,815,utilities,expense,1.147,0
TXN07746,BIZ_009,2026-03-20,petrol,130,transport,expense,0.704,0
TXN09918,BIZ_011,2026-03-20,doctor ke paas gaya,845,healthcare,expense,0.045,0
TXN09916,BIZ_011,2026-03-20,promotion,5810,marketing,expense,1.47,0
TXN07755,BIZ_009,2026-03-20,Raw material purchase,31100,raw_material,expense,0.365,0
TXN07760,BIZ_009,2026-03-20,Design project paid,37000,salary,income,0.024,0
TXN07761,BIZ_009,2026-03-20,ordered food for working late,125,food,expense,1.008,0
TXN09911,BIZ_011,2026-03-20,auto se gaya,540,transport,expense,0.944,0
TXN09910,BIZ_011,2026-03-20,recharge metro for the week,170,transport,expense,0.543,0
TXN07780,BIZ_009,2026-03-20,ubar cab,185,transport,expense,0.483,0
TXN09903,BIZ_011,2026-03-20,Inventory restock,12900,raw_material,expense,0.923,0
TXN07785,BIZ_009,2026-03-20,inventory,28200,raw_material,expense,0.16,0
TXN09895,BIZ_011,2026-03-20,Consultant fee paid,31300,salary,income,0.277,0
TXN10024,BIZ_011,2026-03-20,grocrey from dmart,520,food,expense,0.16,0
TXN00997,BIZ_002,2026-03-20,Big Basket groceries,550,food,expense,0.096,0
TXN01003,BIZ_002,2026-03-20,restraunt dinner,835,food,expense,0.516,0
TXN09410,BIZ_010,2026-03-20,Notion team,3720,subscriptions,expense,1.775,0
TXN09408,BIZ_010,2026-03-20,training,810,education,expense,0.607,0
TXN09407,BIZ_010,2026-03-20,renewed project management tool,1250,subscriptions,expense,0.374,0
TXN08997,BIZ_010,2026-03-20,Notion team,2630,subscriptions,expense,0.827,0
TXN01147,BIZ_002,2026-03-20,electricity,3400,utilities,expense,1.771,0
TXN09003,BIZ_010,2026-03-20,Microsoft 365,99,subscriptions,expense,1.376,0
TXN09004,BIZ_010,2026-03-20,Pamphlet distribution,995,marketing,expense,0.669,0
TXN01305,BIZ_002,2026-03-20,kaam ka paisa mila,47100,salary,income,0.557,0
TXN09030,BIZ_010,2026-03-20,amazone order,2010,shopping,expense,0.15,0
TXN09397,BIZ_010,2026-03-20,MakeMyTrip package,2240,travel,expense,0.515,0
TXN01146,BIZ_002,2026-03-20,Uber cab to airport,550,transport,expense,0.984,0
TXN09396,BIZ_010,2026-03-20,Notion team,2670,subscriptions,expense,0.861,0
TXN09033,BIZ_010,2026-03-20,grocrey from dmart,235,food,expense,0.772,0
TXN09040,BIZ_010,2026-03-20,Design project paid,21500,salary,income,0.794,0
TXN09389,BIZ_010,2026-03-20,monthly rent for the shop,13600,rent,expense,0.582,0
TXN09388,BIZ_010,2026-03-20,SEO service payment,930,marketing,expense,0.698,0
TXN09051,BIZ_010,2026-03-20,GitHub Pro,1970,subscriptions,expense,0.252,0
TXN09052,BIZ_010,2026-03-20,training,1710,education,expense,0.373,0
TXN09053,BIZ_010,2026-03-20,cleared rent dues,23700,rent,expense,0.724,0
TXN09059,BIZ_010,2026-03-20,bought books for office library,1360,education,expense,0.008,0
TXN09060,BIZ_010,2026-03-20,Conference travel Delhi,1960,travel,expense,0.573,0
TXN09061,BIZ_010,2026-03-20,ads,1440,marketing,expense,0.472,0
TXN09394,BIZ_010,2026-03-20,Slack paid plan,3430,subscriptions,expense,1.523,0
TXN09413,BIZ_010,2026-03-20,Trello Gold,1090,subscriptions,expense,0.514,0
TXN08991,BIZ_010,2026-03-20,swiggy ordr,660,food,expense,0.141,0
TXN01312,BIZ_002,2026-03-20,transpotation cost,875,transport,expense,2.289,0
TXN01432,BIZ_002,2026-03-20,bijli wale ko diya,2830,utilities,expense,1.127,0
TXN01426,BIZ_002,2026-03-20,anay kharcha,80,misc,expense,0.769,0
TXN01132,BIZ_002,2026-03-20,recharge metro for the week,76,transport,expense,0.92,0
TXN01133,BIZ_002,2026-03-20,Toll plaza charge,240,transport,expense,0.262,0
TXN09453,BIZ_010,2026-03-20,promotion,525,marketing,expense,0.878,0
TXN01414,BIZ_002,2026-03-20,payment aayi client se,52300,salary,income,0.832,0
TXN01411,BIZ_002,2026-03-20,BEST bus pass,365,transport,expense,0.241,0
TXN01386,BIZ_002,2026-03-20,App project payment,23200,salary,income,0.705,0
TXN09446,BIZ_010,2026-03-20,Books from Amazon,1370,education,expense,0.003,0
TXN09445,BIZ_010,2026-03-20,courier for sending documents,220,misc,expense,0.509,0
TXN09444,BIZ_010,2026-03-20,restraunt dinner,415,food,expense,0.386,0
TXN09443,BIZ_010,2026-03-20,supplies,710,shopping,expense,0.446,0
TXN09440,BIZ_010,2026-03-20,ran ads campaign this month,1600,marketing,expense,0.401,0
TXN01373,BIZ_002,2026-03-20,Upwork withdrawal,65500,salary,income,1.529,0
TXN09438,BIZ_010,2026-03-20,GitHub Pro,1940,subscriptions,expense,0.226,0
TXN01350,BIZ_002,2026-03-20,rapido,265,transport,expense,0.161,0
TXN08930,BIZ_010,2026-03-20,Flight ticket Bangalore,1030,travel,expense,0.764,0
TXN01327,BIZ_002,2026-03-20,petrol,145,transport,expense,0.643,0
TXN08951,BIZ_010,2026-03-20,team collaboration tool subscription,2800,subscriptions,expense,0.974,0
TXN08957,BIZ_010,2026-03-20,ran ads campaign this month,5210,marketing,expense,1.203,0
TXN08961,BIZ_010,2026-03-20,Shop rental payment,36200,rent,expense,2.34,0
TXN08968,BIZ_010,2026-03-20,Subway lunch,575,food,expense,0.042,0
TXN01317,BIZ_002,2026-03-20,paid for the warehouse space this month,29900,rent,expense,1.525,0
TXN09374,BIZ_010,2026-03-20,Google Ads campaign,3470,marketing,expense,0.43,0
TXN09079,BIZ_010,2026-03-20,chai aur nashta,690,food,expense,0.205,0
TXN01266,BIZ_002,2026-03-20,bijli ka bill,785,utilities,expense,1.181,0
TXN09091,BIZ_010,2026-03-20,Staff training program,960,education,expense,0.444,0
TXN01227,BIZ_002,2026-03-20,payroll,31600,salary,income,0.261,0
TXN09199,BIZ_010,2026-03-20,Trello Gold,285,subscriptions,expense,1.214,0
TXN09200,BIZ_010,2026-03-20,Trello Gold,2050,subscriptions,expense,0.322,0
TXN09201,BIZ_010,2026-03-20,food,285,food,expense,0.665,0
TXN09202,BIZ_010,2026-03-20,Pamphlet distribution,1450,marketing,expense,0.467,0
TXN09205,BIZ_010,2026-03-20,shoping,3190,shopping,expense,0.691,0
TXN09206,BIZ_010,2026-03-20,Facebook Ads payment,3760,marketing,expense,0.559,0
TXN09210,BIZ_010,2026-03-20,Piped gas bill MGNGL,2110,utilities,expense,0.315,0
TXN09308,BIZ_010,2026-03-20,snacks,890,food,expense,0.635,0
TXN01212,BIZ_002,2026-03-20,InDrive cab,405,transport,expense,0.401,0
TXN01188,BIZ_002,2026-03-20,Printing cost,430,misc,expense,0.12,0
TXN09241,BIZ_010,2026-03-20,Client visit Hyderabad,7190,travel,expense,0.506,0
TXN09242,BIZ_010,2026-03-20,Canva Pro,965,subscriptions,expense,0.622,0
TXN09243,BIZ_010,2026-03-20,paid for the warehouse space this month,18900,rent,expense,0.103,0
TXN09255,BIZ_010,2026-03-20,payment received,34300,salary,income,0.119,0
TXN09297,BIZ_010,2026-03-20,evening snacks for the office,205,food,expense,0.837,0
TXN09296,BIZ_010,2026-03-20,tax,345,misc,expense,0.277,0
TXN09256,BIZ_010,2026-03-20,Instagram promotion,2300,marketing,expense,0.09,0
TXN01201,BIZ_002,2026-03-20,uber,97,transport,expense,0.836,0
TXN09293,BIZ_010,2026-03-20,khana order kiya,88,food,expense,1.088,0
TXN01200,BIZ_002,2026-03-20,annual renewal,2400,subscriptions,expense,0.626,0
TXN09291,BIZ_010,2026-03-20,Library subscription,905,education,expense,0.504,0
TXN09275,BIZ_010,2026-03-20,Google Workspace,1280,subscriptions,expense,0.348,0
TXN01228,BIZ_002,2026-03-20,Banner printing,1920,marketing,expense,0.258,0
TXN01441,BIZ_002,2026-03-20,Consulting fee received,39400,salary,income,0.151,0
TXN01174,BIZ_002,2026-03-20,payment received,59500,salary,income,1.212,0
TXN09186,BIZ_010,2026-03-20,Business trip Chennai,955,travel,expense,0.78,0
TXN01265,BIZ_002,2026-03-20,Vi mobile bill,1010,utilities,expense,0.927,0
TXN09364,BIZ_010,2026-03-20,saas subscription,450,subscriptions,expense,1.071,0
TXN09363,BIZ_010,2026-03-20,safar ka kharcha,3290,travel,expense,0.298,0
TXN09362,BIZ_010,2026-03-20,Google Workspace,99,subscriptions,expense,1.376,0
TXN09359,BIZ_010,2026-03-20,paid the light bill online,1500,utilities,expense,0.374,0
TXN01245,BIZ_002,2026-03-20,rent paymnt,6670,rent,expense,1.478,0
TXN01244,BIZ_002,2026-03-20,rapido,190,transport,expense,0.463,0
TXN09354,BIZ_010,2026-03-20,software plan,345,subscriptions,expense,1.162,0
TXN09352,BIZ_010,2026-03-20,cofee shop,240,food,expense,0.761,0
TXN09138,BIZ_010,2026-03-20,Microsoft 365,1120,subscriptions,expense,0.487,0
TXN01243,BIZ_002,2026-03-20,water bill,2110,utilities,expense,0.315,0
TXN09141,BIZ_010,2026-03-20,annual renewal,1180,subscriptions,expense,0.435,0
TXN09345,BIZ_010,2026-03-20,Zoho CRM subscription,1040,subscriptions,expense,0.557,0
TXN01232,BIZ_002,2026-03-20,Train ticket Mumbai,49,transport,expense,1.029,0
TXN09172,BIZ_010,2026-03-20,salary,28700,salary,income,0.414,0
TXN09173,BIZ_010,2026-03-20,wages,27900,salary,income,0.456,0
TXN09174,BIZ_010,2026-03-20,internet,1800,utilities,expense,0.035,0
TXN09175,BIZ_010,2026-03-20,paid for skill upgrade training,1050,education,expense,0.346,0
TXN09176,BIZ_010,2026-03-20,snacks,350,food,expense,0.525,0
TXN09177,BIZ_010,2026-03-20,Adobe Creative Cloud,2610,subscriptions,expense,0.809,0
TXN09181,BIZ_010,2026-03-20,payment aayi client se,27500,salary,income,0.478,0
TXN09185,BIZ_010,2026-03-20,trip ke liye booking,5760,travel,expense,0.211,0
TXN09329,BIZ_010,2026-03-20,got stationery in bulk,545,shopping,expense,0.522,0
TXN01173,BIZ_002,2026-03-20,InDrive cab,535,transport,expense,0.923,0
TXN01447,BIZ_002,2026-03-20,Employee wages,18900,salary,income,0.932,0
TXN01475,BIZ_002,2026-03-20,boosted posts on social media,2570,marketing,expense,0.03,0
TXN01476,BIZ_002,2026-03-20,Design project paid,50700,salary,income,0.747,0
TXN01567,BIZ_002,2026-03-20,kaam ka paisa mila,45500,salary,income,0.473,0
TXN01566,BIZ_002,2026-03-20,Flight ticket Delhi,145,transport,expense,0.643,0
TXN08560,BIZ_009,2026-03-20,Banner printing,1650,marketing,expense,0.378,0
TXN08562,BIZ_009,2026-03-20,Packaging material,14800,raw_material,expense,0.788,0
TXN08563,BIZ_009,2026-03-20,vendor,40900,raw_material,expense,1.058,0
TXN08568,BIZ_009,2026-03-20,uber,380,transport,expense,0.301,0
TXN01065,BIZ_002,2026-03-20,Vi mobile bill,1810,utilities,expense,0.024,0
TXN01066,BIZ_002,2026-03-20,Uber cab to airport,435,transport,expense,0.522,0
TXN08569,BIZ_009,2026-03-20,material,16700,raw_material,expense,0.654,0
TXN01565,BIZ_002,2026-03-20,kaam ka paisa mila,15200,salary,income,1.127,0
TXN01564,BIZ_002,2026-03-20,Generator diesel,1900,utilities,expense,0.078,0
TXN01562,BIZ_002,2026-03-20,Slack paid plan,1580,subscriptions,expense,0.087,0
TXN01075,BIZ_002,2026-03-20,marketing,790,marketing,expense,0.761,0
TXN08590,BIZ_009,2026-03-20,salary,60100,salary,income,1.243,0
TXN08601,BIZ_009,2026-03-20,Wholesale goods bought,24300,raw_material,expense,0.116,0
TXN08603,BIZ_009,2026-03-20,Metro card recharge,285,transport,expense,0.081,0
TXN08610,BIZ_009,2026-03-20,Supplier payment,11800,raw_material,expense,1.0,0
TXN08611,BIZ_009,2026-03-20,Design project paid,40400,salary,income,0.203,0
TXN08612,BIZ_009,2026-03-20,amazon,1280,shopping,expense,0.185,0
TXN08614,BIZ_009,2026-03-20,material,36700,raw_material,expense,0.761,0
TXN08617,BIZ_009,2026-03-20,BSES electricity bill,2330,utilities,expense,0.563,0
TXN09555,BIZ_010,2026-03-20,software plan,1740,subscriptions,expense,0.052,0
TXN08632,BIZ_009,2026-03-20,inventory,24600,raw_material,expense,0.095,0
TXN01568,BIZ_002,2026-03-20,InDrive cab,425,transport,expense,0.482,0
TXN01544,BIZ_002,2026-03-20,utilties payment,495,utilities,expense,1.508,0
TXN08542,BIZ_009,2026-03-20,sabzi mandi se kharide,545,food,expense,0.106,0
TXN08539,BIZ_009,2026-03-20,App project payment,64800,salary,income,1.492,0
TXN01004,BIZ_002,2026-03-20,Notion team,3270,subscriptions,expense,1.383,0
TXN08458,BIZ_009,2026-03-20,supplier ko diya,2000,raw_material,expense,1.694,0
TXN08459,BIZ_009,2026-03-20,ran ads campaign this month,1150,marketing,expense,0.601,0
TXN08465,BIZ_009,2026-03-20,Petrol refill at HP,240,transport,expense,0.262,0
TXN01018,BIZ_002,2026-03-20,Facebook Ads payment,500,marketing,expense,0.889,0
TXN01019,BIZ_002,2026-03-20,anay kharcha,205,misc,expense,0.537,0
TXN01588,BIZ_002,2026-03-20,utilties payment,1330,utilities,expense,0.566,0
TXN08491,BIZ_009,2026-03-20,rapido,100,transport,expense,0.824,0
TXN08492,BIZ_009,2026-03-20,Big Basket groceries,880,food,expense,0.613,0
TXN01584,BIZ_002,2026-03-20,ads,1960,marketing,expense,0.241,0
TXN08510,BIZ_009,2026-03-20,Metro card recharge,170,transport,expense,0.543,0
TXN08511,BIZ_009,2026-03-20,monthly salary credited to account,46700,salary,income,0.536,0
TXN08512,BIZ_009,2026-03-20,payment aayi client se,51800,salary,income,0.805,0
TXN08522,BIZ_009,2026-03-20,uber,71,transport,expense,0.941,0
TXN01037,BIZ_002,2026-03-20,bank fees for the month,2640,misc,expense,3.983,1
TXN01038,BIZ_002,2026-03-20,bijli wale ko diya,2170,utilities,expense,0.383,0
TXN08524,BIZ_009,2026-03-20,maintanence charge,2360,utilities,expense,0.597,0
TXN08533,BIZ_009,2026-03-20,advance rent to landlord,20800,rent,expense,0.349,0
TXN08536,BIZ_009,2026-03-20,bijli ka bill,1370,utilities,expense,0.52,0
TXN01042,BIZ_002,2026-03-20,ubar cab,875,transport,expense,2.289,0
TXN08537,BIZ_009,2026-03-20,vendor,6340,raw_material,expense,1.387,0
TXN08538,BIZ_009,2026-03-20,metro card bharwaya,500,transport,expense,0.783,0
TXN01046,BIZ_002,2026-03-20,Email marketing tool,1740,marketing,expense,0.338,0
TXN08540,BIZ_009,2026-03-20,supplier ko diya,34600,raw_material,expense,0.612,0
TXN08434,BIZ_009,2026-03-20,petrol refill at petorl pump,290,transport,expense,0.061,0
TXN08643,BIZ_009,2026-03-20,ads,4980,marketing,expense,1.101,0
TXN01543,BIZ_002,2026-03-20,filled up the tank before the highway trip,340,transport,expense,0.14,0
TXN08719,BIZ_009,2026-03-20,Website development payment,46800,salary,income,0.541,0
TXN08720,BIZ_009,2026-03-20,ubar cab,175,transport,expense,0.523,0
TXN01511,BIZ_002,2026-03-20,Design project paid,66500,salary,income,1.581,0
TXN01507,BIZ_002,2026-03-20,Metro card recharge,190,transport,expense,0.463,0
TXN01106,BIZ_002,2026-03-20,electricity,2120,utilities,expense,0.326,0
TXN01109,BIZ_002,2026-03-20,payment aayi client se,33400,salary,income,0.166,0
TXN01110,BIZ_002,2026-03-20,Metro card recharge,210,transport,expense,0.382,0
TXN01496,BIZ_002,2026-03-20,ofice rent,15100,rent,expense,0.388,0
TXN01112,BIZ_002,2026-03-20,Payment from ABC Corp,38200,salary,income,0.087,0
TXN01113,BIZ_002,2026-03-20,Rapido bike ride,455,transport,expense,0.602,0
TXN08758,BIZ_009,2026-03-20,ola,170,transport,expense,0.543,0
TXN08759,BIZ_009,2026-03-20,petty cash for small purchases,995,misc,expense,0.929,0
TXN08766,BIZ_009,2026-03-20,auto,205,transport,expense,0.402,0
TXN01119,BIZ_002,2026-03-20,random office expenses this week,190,misc,expense,0.565,0
TXN01495,BIZ_002,2026-03-20,payroll,28800,salary,income,0.409,0
TXN08770,BIZ_009,2026-03-20,Blinkit instant order,530,food,expense,0.139,0
TXN08775,BIZ_009,2026-03-20,supplier ko diya,33300,raw_material,expense,0.521,0
TXN08792,BIZ_009,2026-03-20,Bulk order material,26500,raw_material,expense,0.039,0
TXN08796,BIZ_009,2026-03-20,Design project paid,43200,salary,income,0.351,0
TXN09473,BIZ_010,2026-03-20,Microsoft 365,2890,subscriptions,expense,1.053,0
TXN08803,BIZ_009,2026-03-20,Airtel postpaid,2830,utilities,expense,1.127,0
TXN08811,BIZ_009,2026-03-20,Inventory restock,20900,raw_material,expense,0.357,0
TXN01479,BIZ_002,2026-03-20,Monthly retainer received,38900,salary,income,0.124,0
TXN09509,BIZ_010,2026-03-20,Google Ads campaign,4240,marketing,expense,0.772,0
TXN09549,BIZ_010,2026-03-20,GitHub Pro,4440,subscriptions,expense,2.402,0
TXN01517,BIZ_002,2026-03-20,Freelance project completed,48400,salary,income,0.626,0
TXN09513,BIZ_010,2026-03-20,monthly SaaS charges,2780,subscriptions,expense,0.957,0
TXN09547,BIZ_010,2026-03-20,saman kharida,1370,shopping,expense,0.143,0
TXN09546,BIZ_010,2026-03-20,OYO hotel booking,3330,travel,expense,0.29,0
TXN09545,BIZ_010,2026-03-20,Canva Pro,2710,subscriptions,expense,0.896,0
TXN09544,BIZ_010,2026-03-20,other,290,misc,expense,0.38,0
TXN01542,BIZ_002,2026-03-20,Big Basket groceries,200,food,expense,0.847,0
TXN01538,BIZ_002,2026-03-20,booked a cab for late night return,155,transport,expense,0.603,0
TXN08659,BIZ_009,2026-03-20,Petrol refill at HP,150,transport,expense,0.623,0
